hit num,title,year,authors,key,ee,venue_category
2364,Reducing large adaptation spaces in self-adaptive systems using classical machine learning.,2022,Federico Quin & Danny Weyns & Omid Gheibi,journals/jss/QuinWG22,https://doi.org/10.1016/j.jss.2022.111341,Suggested by Review
2365,The Robot Operating System: Package reuse and community dynamics.,2019,Pablo Estefo & Jocelyn Simmonds & Romain Robbes & Johan Fabry,journals/jss/EstefoSRF19,https://doi.org/10.1016/j.jss.2019.02.024,Suggested by Review
2366,A systematic mapping study on architectural smells detection.,2021,Haris Mumtaz & Paramvir Singh & Kelly Blincoe,journals/jss/MumtazSB21,https://doi.org/10.1016/j.jss.2020.110885,Suggested by Review
2367,Augmenting ant colony optimization with adaptive random testing to cover prime paths.,2020,Atieh Monemi Bidgoli & Hassan Haghighi,journals/jss/BidgoliH20,https://doi.org/10.1016/j.jss.2019.110495,Suggested by Review
2368,On building a consistent framework for executable systems architecture.,2014,Imran Khan & Sajjad Haider 0001,journals/jss/KhanH14,https://doi.org/10.1016/j.jss.2014.08.049,Suggested by Review
2369,Hybrid address spaces: A methodology for implementing scalable high-level programming models on non-coherent many-core architectures.,2014,Anastasios Papagiannis & Dimitrios S. Nikolopoulos,journals/jss/PapagiannisN14,https://doi.org/10.1016/j.jss.2014.06.058,Suggested by Review
2370,Adaptive reversible data hiding based on block median preservation and modification of prediction errors.,2013,Hon Yin Leung & Lee-Ming Cheng & Fang Liu 0024 & Q. K. Fu,journals/jss/LeungCLF13,https://doi.org/10.1016/j.jss.2013.04.020,Suggested by Review
2371,Industrial architectural assessment using TARA.,2012,Eoin Woods,journals/jss/Woods12,https://doi.org/10.1016/j.jss.2012.04.055,Suggested by Review
2372,Improving self-adaptation planning through software architecture-based stochastic modeling.,2016,João Miguel Franco & Francisco Correia & Raul Barbosa & Mário Zenha Rela & Bradley R. Schmerl & David Garlan,journals/jss/FrancoCBRSG16,https://doi.org/10.1016/j.jss.2016.01.026,Suggested by Review
2373,Software sustainability: Research and practice from a software architecture viewpoint.,2018,Colin C. Venters & Rafael Capilla & Stefanie Betz & Birgit Penzenstadler & Tom Crick & Steve Crouch & Elisa Yumi Nakagawa & Christoph Becker 0001 & Carlos Carrillo 0001,journals/jss/VentersCBPCCNBC18,https://doi.org/10.1016/j.jss.2017.12.026,Suggested by Review
2374,Applying multiobjective evolutionary algorithms to dynamic software product lines for reconfiguring mobile applications.,2015,Gustavo G. Pascual & Roberto E. Lopez-Herrejon & Mónica Pinto & Lidia Fuentes & Alexander Egyed,journals/jss/PascualLPFE15,https://doi.org/10.1016/j.jss.2014.12.041,Suggested by Review
2375,Achieving resilience in distributed software systems via self-reconfiguration.,2016,Subhav Pradhan & Abhishek Dubey & Tihamer Levendovszky & Pranav Srinivas Kumar & William Emfinger & Daniel Balasubramanian & William Otte & Gabor Karsai,journals/jss/PradhanDLKEBOK16,https://doi.org/10.1016/j.jss.2016.05.038,Suggested by Review
2376,Exploring the REIT architecture for requirements elicitation interview training with robotic and virtual tutors.,2024,Binnur Görer & Fatma Basak Aydemir,journals/jss/GorerA24,https://doi.org/10.1016/j.jss.2024.112018,Suggested by Review
2377,SCGRU: A general approach for identifying multiple classes of self-admitted technical debt with text generation oversampling.,2023,Kuiyu Zhu & Ming Yin 0005 & Dan Zhu & Xiaogang Zhang & Cunzhi Gao & Jijiao Jiang,journals/jss/ZhuYZZGJ23,https://doi.org/10.1016/j.jss.2022.111514,Suggested by Review
2378,A QoS-aware self-correcting observation based load balancer.,2016,Veerabhadra Rao Chandakanna & Valli Kumari Vatsavayi,journals/jss/ChandakannaV16,https://doi.org/10.1016/j.jss.2016.01.042,Suggested by Review
2379,Few-shot code translation via task-adapted prompt learning.,2024,Xuan Li & Shuai Yuan & Xiaodong Gu 0002 & Yuting Chen & Beijun Shen,journals/jss/LiYGCS24,https://doi.org/10.1016/j.jss.2024.112002,Suggested by Review
2380,A feature-driven crossover operator for multi-objective and evolutionary optimization of product line architectures.,2016,Thelma Elita Colanzi & Silvia Regina Vergilio,journals/jss/ColanziV16,https://doi.org/10.1016/j.jss.2016.02.026,Suggested by Review
2381,A hybrid and learning agent architecture for network intrusion detection.,2017,Adriana Leite & Rosario Girardi,journals/jss/LeiteG17,https://doi.org/10.1016/j.jss.2017.01.028,Suggested by Review
2382,Towards an ideal service QoS in fuzzy logic-based adaptation planning middleware.,2014,Mounir Beggas & Lionel Médini & Frédérique Laforest & Mohamed Tayeb Laskri,journals/jss/BeggasMLL14,https://doi.org/10.1016/j.jss.2013.07.023,Suggested by Review
2383,Recovering software product line architecture of a family of object-oriented product variants.,2017,Anas Shatnawi & Abdelhak-Djamel Seriai & Houari A. Sahraoui,journals/jss/ShatnawiSS17,https://doi.org/10.1016/j.jss.2016.07.039,Suggested by Review
2384,Robust and reliable reconfiguration of cloud applications.,2016,Francisco Durán 0001 & Gwen Salaün,journals/jss/DuranS16,https://doi.org/10.1016/j.jss.2015.09.020,Suggested by Review
2385,Dynamic cloud service selection using an adaptive learning mechanism in multi-cloud computing.,2015,Xiaogang Wang & Jian Cao 0001 & Yang Xiang 0001,journals/jss/WangCX15,https://doi.org/10.1016/j.jss.2014.10.047,Suggested by Review
2386,Adaptive thermal-aware task scheduling for multi-core systems.,2015,Hsin-Hao Chu & Yu-Chon Kao & Ya-Shu Chen,journals/jss/ChuKC15,https://doi.org/10.1016/j.jss.2014.09.037,Suggested by Review
2387,An evaluation of multi-model self-managing control schemes for adaptive performance management of software systems.,2012,Tharindu Patikirikorala & Alan W. Colman & Jun Han 0004 & Liuping Wang,journals/jss/PatikirikoralaCHW12,https://doi.org/10.1016/j.jss.2012.05.077,Suggested by Review
2388,Architectural tactics for cyber-foraging: Results of a systematic literature review.,2015,Grace A. Lewis & Patricia Lago,journals/jss/LewisL15,https://doi.org/10.1016/j.jss.2015.06.005,Suggested by Review
2389,A systematic review of software architecture visualization techniques.,2014,Mojtaba Shahin & Peng Liang 0001 & Muhammad Ali Babar 0001,journals/jss/ShahinLB14,https://doi.org/10.1016/j.jss.2014.03.071,Suggested by Review
2390,Exploiting traceability uncertainty between software architectural models and extra-functional results.,2017,Catia Trubiani & Achraf Ghabi & Alexander Egyed,journals/jss/TrubianiGE17,https://doi.org/10.1016/j.jss.2016.11.032,Suggested by Review
2391,"Identifying architectural technical debt, principal, and interest in microservices: A multiple-case study.",2021,Saulo S. de Toledo & Antonio Martini & Dag I. K. Sjøberg,journals/jss/ToledoMS21,https://doi.org/10.1016/j.jss.2021.110968,Suggested by Review
2392,Architectural patterns for the design of federated learning systems.,2022,Sin Kit Lo & Qinghua Lu 0001 & Liming Zhu 0001 & Hye-Young Paik & Xiwei Xu 0001 & Chen Wang 0008,journals/jss/Lo00PX022,https://doi.org/10.1016/j.jss.2022.111357,Suggested by Review
2393,A mutual embedded self-attention network model for code search.,2023,Haize Hu & Jianxun Liu 0001 & Xiangping Zhang & Ben Cao & Siqiang Cheng & Teng Long,journals/jss/HuLZCCL23,https://doi.org/10.1016/j.jss.2022.111591,Suggested by Review
2394,RCDA: Architecting as a risk- and cost management discipline.,2012,Eltjo R. Poort & Hans van Vliet,journals/jss/PoortV12,https://doi.org/10.1016/j.jss.2012.03.071,Suggested by Review
2395,Architectural conformance checking for KDM-represented systems.,2022,André de S. Landi & Daniel San Martín & Bruno Marinho Santos & Warteruzannan Soyer Cunha & Rafael S. Durelli & Valter Vieira de Camargo,journals/jss/LandiMSCDC22,https://doi.org/10.1016/j.jss.2021.111116,Suggested by Review
2396,Enabling automated integration of architectural languages: An experience report from the automotive domain.,2022,Alessio Bucaioni & Matthias Becker 0004,journals/jss/BucaioniB22,https://doi.org/10.1016/j.jss.2021.111106,Suggested by Review
2397,Architecting with microservices: A systematic mapping study.,2019,Paolo Di Francesco & Patricia Lago & Ivano Malavolta,journals/jss/FrancescoLM19,https://doi.org/10.1016/j.jss.2019.01.001,Suggested by Review
2398,A software cybernetics approach to self-tuning performance of on-line transaction processing systems.,2017,Zuohua Ding & Zhijie Wei & Haibo Chen,journals/jss/DingWC17,https://doi.org/10.1016/j.jss.2016.03.012,Suggested by Review
2399,On the value of a prioritization scheme for resolving Self-admitted technical debt.,2018,Solomon Mensah & Jacky Keung & Jeffrey Svajlenko & Kwabena Ebo Bennin & Qing Mi,journals/jss/MensahKSBM18,https://doi.org/10.1016/j.jss.2017.09.026,Suggested by Review
2400,Architecture-based change impact analysis in cross-disciplinary automated production systems.,2018,Robert Heinrich & Sandro Koch & Suhyun Cha & Kiana Busch & Ralf H. Reussner & Birgit Vogel-Heuser,journals/jss/HeinrichKCBRV18,https://doi.org/10.1016/j.jss.2018.08.058,Suggested by Review
2401,Test data generation with a Kalman filter-based adaptive genetic algorithm.,2015,Aldeida Aleti & Lars Grunske,journals/jss/AletiG15,https://doi.org/10.1016/j.jss.2014.11.035,Suggested by Review
2402,Achieving dynamic adaptation via management and interpretation of runtime models.,2012,Mehdi Amoui & Mahdi Derakhshanmanesh & Jürgen Ebert & Ladan Tahvildari,journals/jss/AmouiDET12,https://doi.org/10.1016/j.jss.2012.05.033,Suggested by Review
2403,Variability in software architecture - State of the art.,2014,Matthias Galster & Paris Avgeriou & Tomi Männistö & Danny Weyns,journals/jss/GalsterAMW14,https://doi.org/10.1016/j.jss.2014.01.051,Suggested by Review
2404,Building and evaluating a theory of architectural technical debt in software-intensive systems.,2021,Roberto Verdecchia & Philippe Kruchten & Patricia Lago & Ivano Malavolta,journals/jss/VerdecchiaKLM21,https://doi.org/10.1016/j.jss.2021.110925,Suggested by Review
2405,Distributed architecture for developing mixed-criticality systems in multi-core platforms.,2017,Héctor Pérez 0001 & J. Javier Gutiérrez & Salva Peiró & Alfons Crespo,journals/jss/PerezGPC17,https://doi.org/10.1016/j.jss.2016.08.088,Suggested by Review
2406,Why and how is Scrum being adapted in practice: A systematic review.,2022,Michal Hron & Nikolaus Obwegeser,journals/jss/HronO22,https://doi.org/10.1016/j.jss.2021.111110,Suggested by Review
2407,Changing attitudes towards the generation of architectural models.,2012,Jaelson Castro & Márcia Lucena & Carla T. L. L. Silva & Fernanda M. R. Alencar & Emanuel Santos & João Pimentel 0001,journals/jss/CastroLSASP12,https://doi.org/10.1016/j.jss.2011.05.047,Suggested by Review
2408,An architecture for mission coordination of heterogeneous robots.,2022,Gabriel S. Rodrigues & Ricardo Caldas & Gabriel Araujo & Vicente de Moraes & Genaína Nunes Rodrigues & Patrizio Pelliccione,journals/jss/RodriguesCAMRP22,https://doi.org/10.1016/j.jss.2022.111363,Suggested by Review
2409,Efficient validation of self-adaptive applications by counterexample probability maximization.,2018,Wenhua Yang 0001 & Chang Xu 0001 & Minxue Pan & Chun Cao & Xiaoxing Ma & Jian Lu 0001,journals/jss/YangXPCML18,https://doi.org/10.1016/j.jss.2017.12.009,Suggested by Review
2410,Self-tuning of software systems through dynamic quality tradeoff and value-based feedback control loop.,2012,Xin Peng 0001 & Bihuan Chen 0001 & Yijun Yu & Wenyun Zhao,journals/jss/PengCYZ12,https://doi.org/10.1016/j.jss.2012.04.079,Suggested by Review
2411,"Special issue on ""Software architectures and systems for real time data stream analytics"".",2017,Theodora A. Varvarigou & Dimitrios Zissis & Konstantinos Tserpes,journals/jss/VarvarigouZT17,https://doi.org/10.1016/j.jss.2017.02.022,Suggested by Review
2412,Uncertainty handling in goal-driven self-optimization - Limiting the negative effect on adaptation.,2014,Bihuan Chen 0001 & Xin Peng 0001 & Yijun Yu & Wenyun Zhao,journals/jss/ChenPYZ14,https://doi.org/10.1016/j.jss.2013.12.033,Suggested by Review
2413,Test case prioritization for object-oriented software: An adaptive random sequence approach based on clustering.,2018,Jinfu Chen 0001 & Lili Zhu & Tsong Yueh Chen & Dave Towey & Fei-Ching Kuo & Rubing Huang & Yuchi Guo,journals/jss/ChenZCTKHG18,https://doi.org/10.1016/j.jss.2017.09.031,Suggested by Review
2414,Reconciling software architecture and source code in support of software evolution.,2017,Thomas Haitzer & Elena Navarro 0001 & Uwe Zdun,journals/jss/HaitzerNZ17,https://doi.org/10.1016/j.jss.2016.10.012,Suggested by Review
2415,Architecture-level hazard analysis using AADL.,2018,Xiaomin Wei & Yunwei Dong & Xue-Lin Li & W. Eric Wong,journals/jss/WeiDLW18,https://doi.org/10.1016/j.jss.2017.06.018,Suggested by Review
2416,Tuning self-adaptation in cyber-physical systems through architectural homeostasis.,2019,Ilias Gerostathopoulos & Dominik Skoda & Frantisek Plásil & Tomás Bures & Alessia Knauss,journals/jss/Gerostathopoulos19,https://doi.org/10.1016/j.jss.2018.10.051,Suggested by Review
2417,Characterizing architecture related posts and their usefulness in Stack Overflow.,2023,Musengamana Jean de Dieu & Peng Liang 0001 & Mojtaba Shahin & Arif Ali Khan,journals/jss/DieuLSK23,https://doi.org/10.1016/j.jss.2023.111608,Suggested by Review
2418,"A RAMCloud Storage System based on HDFS: Architecture, implementation and evaluation.",2013,Yifeng Luo & Siqiang Luo & Jihong Guan & Shuigeng Zhou,journals/jss/LuoLGZ13,https://doi.org/10.1016/j.jss.2012.11.025,Suggested by Review
2419,A separation-based UI architecture with a DSL for role specialization.,2015,Ivan Gibbs & Sergiu Dascalu & Frederick C. Harris Jr.,journals/jss/GibbsDH15,https://doi.org/10.1016/j.jss.2014.11.039,Suggested by Review
2420,Blackboard architecture to integrate components and agents in heterogeneous distributed eLearning systems: An application for learning to program.,2012,Francisco Jurado 0001 & Miguel A. Redondo & Manuel Ortega 0001,journals/jss/JuradoRO12,https://doi.org/10.1016/j.jss.2012.02.009,Suggested by Review
2421,Architectural support for software performance in continuous software engineering: A systematic mapping study.,2024,Romina Eramo & Michele Tucci 0001 & Daniele Di Pompeo & Vittorio Cortellessa & Antinisca Di Marco & Davide Taibi 0001,journals/jss/EramoTPCMT24,https://doi.org/10.1016/j.jss.2023.111833,Suggested by Review
2422,Adaptive distributed monitors of spatial properties for cyber-physical systems.,2021,Giorgio Audrito & Roberto Casadei & Ferruccio Damiani & Volker Stolz & Mirko Viroli,journals/jss/AudritoCDSV21,https://doi.org/10.1016/j.jss.2021.110908,Suggested by Review
2423,Decision architect - A decision documentation tool for industry.,2016,Christian Manteuffel & Dan Tofan & Paris Avgeriou & Heiko Koziolek & Thomas Goldschmidt,journals/jss/ManteuffelTAKG16,https://doi.org/10.1016/j.jss.2015.10.034,Suggested by Review
2424,Scalable complex event processing using adaptive load balancing.,2019,Mohammad Ali Fardbastani & Mohsen Sharifi,journals/jss/FardbastaniS19,https://doi.org/10.1016/j.jss.2018.12.012,Suggested by Review
2425,QoS and energy management with Petri nets: A self-adaptive framework.,2012,Diego Perez-Palacin & Raffaela Mirandola & José Merseguer,journals/jss/Perez-PalacinMM12,https://doi.org/10.1016/j.jss.2012.04.077,Suggested by Review
2426,Safe reconfiguration of Coqcots and Pycots components.,2016,Jérémy Buisson & Fabien Dagnat & Elena Leroux & Sébastien Martinez,journals/jss/BuissonDLM16,https://doi.org/10.1016/j.jss.2015.11.039,Suggested by Review
2427,Self-adaptation of service compositions through product line reconfiguration.,2018,Mahdi Bashari & Ebrahim Bagheri & Weichang Du,journals/jss/BashariBD18,https://doi.org/10.1016/j.jss.2018.05.069,Suggested by Review
2428,The Prevent-Model: Human and Organizational Factors Fostering Engineering of Safe and Secure Robotic Systems.,2023,Christina Glasauer,journals/jss/Glasauer23,https://doi.org/10.1016/j.jss.2022.111548,Suggested by Review
2429,ProDSPL: Proactive self-adaptation based on Dynamic Software Product Lines.,2021,Inmaculada Ayala & Alessandro V. Papadopoulos & Mercedes Amor & Lidia Fuentes,journals/jss/AyalaPAF21,https://doi.org/10.1016/j.jss.2021.110909,Suggested by Review
2430,To automatically map source code entities to architectural modules with Naive Bayes.,2022,Tobias Olsson & Morgan Ericsson & Anna Wingkvist,journals/jss/OlssonEW22,https://doi.org/10.1016/j.jss.2021.111095,Suggested by Review
2431,DelDroid: An automated approach for determination and enforcement of least-privilege architecture in android.,2019,Mahmoud Hammad & Hamid Bagheri & Sam Malek,journals/jss/HammadBM19,https://doi.org/10.1016/j.jss.2018.11.049,Suggested by Review
2432,MAS-ML 2.0: Supporting the modelling of multi-agent systems with different agent architectures.,2015,Enyo José Tavares Gonçalves & Mariela I. Cortés & Gustavo Augusto Lima de Campos & Yrleyjânder Salmito Lopes & Emmanuel Sávio Silva Freire & Viviane Torres da Silva & Kleinner Silva Farias de Oliveira & Marcos Antonio de Oliveira 0001,journals/jss/GoncalvesCCLFSO15,https://doi.org/10.1016/j.jss.2015.06.008,Suggested by Review
2433,SIT: Sampling-based interactive testing for self-adaptive apps.,2016,Yi Qin 0002 & Chang Xu 0001 & Ping Yu 0004 & Jian Lu 0001,journals/jss/QinX0L16,https://doi.org/10.1016/j.jss.2016.07.002,Suggested by Review
2434,Toward the automatic classification of Self-Affirmed Refactoring.,2021,Eman Abdullah AlOmar & Mohamed Wiem Mkaouer & Ali Ouni 0001,journals/jss/AlOmarMO21,https://doi.org/10.1016/j.jss.2020.110821,Suggested by Review
2435,L′OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs.,2024,Jinfu Chen 0001 & Jingyi Chen & Lili Zhu & Chengying Mao & Qihao Bao & Rubing Huang,journals/jss/ChenCZMBH24,https://doi.org/10.1016/j.jss.2024.111970,Suggested by Review
2436,Scalable code clone detection and search based on adaptive prefix filtering.,2018,Manziba Akanda Nishi & Kostadin Damevski,journals/jss/NishiD18,https://doi.org/10.1016/j.jss.2017.11.039,Suggested by Review
2437,Adaptive generation of challenging scenarios for testing and evaluation of autonomous vehicles.,2018,Galen E. Mullins & Paul G. Stankiewicz & R. Chad Hawthorne & Satyandra K. Gupta,journals/jss/MullinsSHG18,https://doi.org/10.1016/j.jss.2017.10.031,Suggested by Review
2438,A systematic mapping study on the combination of software architecture and agile development.,2016,Chen Yang 0007 & Peng Liang 0001 & Paris Avgeriou,journals/jss/YangLA16,https://doi.org/10.1016/j.jss.2015.09.028,Suggested by Review
2439,Architecture-driven reliability optimization with uncertain model parameters.,2012,Indika Meedeniya & Aldeida Aleti & Lars Grunske,journals/jss/MeedeniyaAG12,https://doi.org/10.1016/j.jss.2012.04.056,Suggested by Review
2440,Collaborative prioritization of architectural concerns.,2012,Lars Pareto & Anna Börjesson Sandberg & Peter S. Eriksson & Staffan Ehnebom,journals/jss/ParetoSEE12,https://doi.org/10.1016/j.jss.2012.04.054,Suggested by Review
2441,Architectural tactics in software architecture: A systematic mapping study.,2023,Gastón Márquez & Hernán Astudillo & Rick Kazman,journals/jss/MarquezAK23,https://doi.org/10.1016/j.jss.2022.111558,Suggested by Review
2442,LAURA architecture: Towards a simpler way of building situation-aware and business-aware IoT applications.,2020,Sergio Teixeira & Bruno Alves Agrizzi & José Gonçalves Pereira Filho & Silvana Rossetto & Isaac Simões Araújo Pereira & Patricia Dockhorn Costa & Adriano Francisco Branco & Ruan Rocha Martinelli,journals/jss/TeixeiraAFRPCBM20,https://doi.org/10.1016/j.jss.2019.110494,Suggested by Review
2443,Controlling software architecture erosion: A survey.,2012,Lakshitha de Silva & Dharini Balasubramaniam,journals/jss/SilvaB12,https://doi.org/10.1016/j.jss.2011.07.036,Suggested by Review
2444,Quality-adaptive visual secret sharing by random grids.,2013,Tzung-Her Chen & Yao-Sheng Lee & Wei-Lun Huang & Justie Su-tzu Juan & Ying-Yu Chen & Ming-Jheng Li,journals/jss/ChenLHJCL13,https://doi.org/10.1016/j.jss.2012.12.022,Suggested by Review
2445,Software architectures for robotic systems: A systematic mapping study.,2016,Aakash Ahmad & Muhammad Ali Babar 0001,journals/jss/AhmadB16,https://doi.org/10.1016/j.jss.2016.08.039,Suggested by Review
2446,Quality-driven optimization of system architecture: Industrial case study on an automotive sub-system.,2013,Ramin Etemaadi & Kenneth Lind & Rogardt Heldal & Michel R. V. Chaudron,journals/jss/EtemaadiLHC13,https://doi.org/10.1016/j.jss.2013.05.109,Suggested by Review
2447,Automatic modelling and verification of Autosar architectures.,2023,Miaomiao Zhang & Yu Teng & Hui Kong 0007 & John W. Baugh Jr. & Yu Su & Junri Mi & Bowen Du 0002,journals/jss/ZhangTKBSMD23,https://doi.org/10.1016/j.jss.2023.111675,Suggested by Review
2448,Past and future of software architectures for context-aware systems: A systematic mapping study.,2018,Cristina Roda & Elena Navarro 0001 & Uwe Zdun & Víctor López-Jaquero & Georg Simhandl,journals/jss/RodaNZLS18,https://doi.org/10.1016/j.jss.2018.09.074,Suggested by Review
2449,Special issue: Selected papers from the 9th Working IEEE/IFIP Conference on Software Architecture (WICSA 2011).,2012,Patricia Lago & Rich Hilliard,journals/jss/LagoH12,https://doi.org/10.1016/j.jss.2012.05.002,Suggested by Review
2450,Designing and applying an approach to software architecting in agile projects in education.,2017,Samuil Angelov & Patrick de Beer,journals/jss/AngelovB17,https://doi.org/10.1016/j.jss.2017.01.029,Suggested by Review
2451,On the relationships between QoS and software adaptability at the architectural level.,2014,Diego Perez-Palacin & Raffaela Mirandola & José Merseguer,journals/jss/Perez-PalacinMM14,https://doi.org/10.1016/j.jss.2013.07.053,Suggested by Review
2452,Guilt-based handling of software performance antipatterns in palladio architectural models.,2014,Catia Trubiani & Anne Koziolek & Vittorio Cortellessa & Ralf H. Reussner,journals/jss/TrubianiKCR14,https://doi.org/10.1016/j.jss.2014.03.081,Suggested by Review
2453,Modularity and architecture of PLC-based software for automated production Systems: An analysis in industrial companies.,2017,Birgit Vogel-Heuser & Juliane Fischer & Stefan Feldmann & Sebastian Ulewicz & Susanne Rösch,journals/jss/Vogel-HeuserFFU17,https://doi.org/10.1016/j.jss.2017.05.051,Suggested by Review
2454,QoS prediction for dynamic reconfiguration of component based software systems.,2015,Wei Li 0005 & William W. Guo,journals/jss/LiG15,https://doi.org/10.1016/j.jss.2014.12.001,Suggested by Review
2455,Analytical architecture-based performability evaluation of real-time software systems.,2013,Faeze Eshragh & Mehdi Kargahi,journals/jss/EshraghK13,https://doi.org/10.1016/j.jss.2012.08.014,Suggested by Review
2456,Ontology driven bee's foraging approach based self adaptive online recommendation system.,2012,V. Mohanraj 0001 & M. Chandrasekaran 0001 & J. Senthilkumar & S. Arumugam & Y. Suresh,journals/jss/MohanrajCSAS12,https://doi.org/10.1016/j.jss.2011.12.018,Suggested by Review
2457,Automatic enforcement of constraints in real-time collaborative architectural decision making.,2015,Patrick Gaubatz & Ioanna Lytra & Uwe Zdun,journals/jss/GaubatzLZ15,https://doi.org/10.1016/j.jss.2015.01.056,Suggested by Review
2458,Generation and validation of traces between requirements and architecture based on formal trace semantics.,2014,Arda Goknil & Ivan Kurtev & Klaas van den Berg,journals/jss/GoknilKB14,https://doi.org/10.1016/j.jss.2013.10.006,Suggested by Review
2459,Semantics-based platform for context-aware and personalized robot interaction in the internet of robotic things.,2019,Christof Mahieu & Femke Ongenae & Femke De Backere & Pieter Bonte & Filip De Turck & Pieter Simoens,journals/jss/MahieuOBBTS19,https://doi.org/10.1016/j.jss.2018.11.022,Suggested by Review
2460,Decision making in software architecture.,2016,Hans van Vliet & Antony Tang,journals/jss/VlietT16,https://doi.org/10.1016/j.jss.2016.01.017,Suggested by Review
2461,Providentia: Using search-based heuristics to optimize satisficement and competing concerns between functional and non-functional objectives in self-adaptive systems.,2020,Kate M. Bowers & Erik M. Fredericks & Reihaneh H. Hariri & Betty H. C. Cheng,journals/jss/BowersFHC20,https://doi.org/10.1016/j.jss.2019.110497,Suggested by Review
2462,Conformance assessment of Architectural Design Decisions on API endpoint designs derived from domain models.,2022,Apitchaka Singjai & Uwe Zdun,journals/jss/SingjaiZ22,https://doi.org/10.1016/j.jss.2022.111433,Suggested by Review
2463,A sustainable-development approach for self-adaptive cyber-physical system's life cycle: A systematic mapping study.,2021,Luisa Fernanda Restrepo Gutierrez & José Aguilar 0001 & Mauricio Toro & Elizabeth Suescun,journals/jss/GutierrezATS21,https://doi.org/10.1016/j.jss.2021.111010,Suggested by Review
2464,CharM - Evaluating a model for characterizing service-based architectures.,2023,Thatiane de Oliveira Rosa & Eduardo Martins Guerra & Filipe Figueiredo Correia & Alfredo Goldman,journals/jss/RosaGCG23,https://doi.org/10.1016/j.jss.2023.111826,Suggested by Review
2465,Automated functional and robustness testing of microservice architectures.,2024,Luca Giamattei & Antonio Guerriero & Roberto Pietrantuono & Stefano Russo 0001,journals/jss/GiamatteiGPR24,https://doi.org/10.1016/j.jss.2023.111857,Suggested by Review
2466,Exploiting gated graph neural network for detecting and explaining self-admitted technical debts.,2022,Jiaojiao Yu 0001 & Kunsong Zhao & Jin Liu 0016 & Xiao Liu 0004 & Zhou Xu 0003 & Xin Wang 0114,journals/jss/YuZLLXW22,https://doi.org/10.1016/j.jss.2022.111219,Suggested by Review
2467,Empirical validation of cyber-foraging architectural tactics for surrogate provisioning.,2018,Fahimeh Alizadeh Moghaddam & Giuseppe Procaccianti & Grace A. Lewis & Patricia Lago,journals/jss/MoghaddamPLL18,https://doi.org/10.1016/j.jss.2017.11.047,Suggested by Review
2468,A domain-specific language for the control of self-adaptive component-based architecture.,2017,Frederico Alvares & Éric Rutten & Lionel Seinturier,journals/jss/AlvaresRS17,https://doi.org/10.1016/j.jss.2017.01.030,Suggested by Review
2469,A Systematic Mapping Study on Microservices Architecture in DevOps.,2020,Muhammad Waseem & Peng Liang 0001 & Mojtaba Shahin,journals/jss/Waseem0S20,https://doi.org/10.1016/j.jss.2020.110798,Suggested by Review
2470,Self-adaptive mobile web service discovery framework for Dynamic Mobile Environment.,2022,Salisu Garba & Radziah Mohamad & Nor Azizah Saadon,journals/jss/GarbaMS22,https://doi.org/10.1016/j.jss.2021.111120,Suggested by Review
2471,Adaptive co-scheduling for periodic application and update transactions in real-time database systems.,2012,Song Han 0002 & Kam-yiu Lam & Jiantao Wang & Sang Hyuk Son & Aloysius K. Mok,journals/jss/HanLWSM12,https://doi.org/10.1016/j.jss.2012.03.055,Suggested by Review
2472,Scaling up software architecture analysis.,2012,Rick Kazman & Michael Gagliardi & William Wood,journals/jss/KazmanGW12,https://doi.org/10.1016/j.jss.2011.03.050,Suggested by Review
2473,Architecture-based regulatory compliance argumentation.,2016,Boyan Mihaylov & Lucian Onea & Klaus Marius Hansen,journals/jss/MihaylovOH16,https://doi.org/10.1016/j.jss.2016.04.057,Suggested by Review
2474,From Teleo-Reactive specifications to architectural components: A model-driven approach.,2012,Pedro Sánchez-Palma & Diego Alonso & José Miguel Morales & Pedro Javier Navarro Lorente,journals/jss/SanchezAML12,https://doi.org/10.1016/j.jss.2012.05.067,Suggested by Review
2475,Building ubiquitous computing applications using the VERSAG adaptive agent framework.,2013,Kutila Gunasekera & Arkady B. Zaslavsky & Shonali Krishnaswamy & Seng Wai Loke,journals/jss/GunasekeraZKL13,https://doi.org/10.1016/j.jss.2012.09.026,Suggested by Review
2476,"Architecting ML-enabled systems: Challenges, best practices, and design decisions.",2024,Roger Nazir & Alessio Bucaioni & Patrizio Pelliccione,journals/jss/NazirBP24,https://doi.org/10.1016/j.jss.2023.111860,Suggested by Review
2477,Special issue on software architectures and systems for Big data.,2015,Kaushik Dutta,journals/jss/Dutta15,https://doi.org/10.1016/j.jss.2015.01.023,Suggested by Review
2478,Software runtime monitoring with adaptive sampling rate to collect representative samples of execution traces.,2023,Jhonny Mertz & Ingrid Nunes,journals/jss/MertzN23,https://doi.org/10.1016/j.jss.2023.111708,Suggested by Review
2479,Supporting semi-automatic co-evolution of architecture and fault tree models.,2018,Sinem Getir & Lars Grunske & André van Hoorn & Timo Kehrer & Yannic Noller & Matthias Tichy,journals/jss/GetirGHKNT18,https://doi.org/10.1016/j.jss.2018.04.001,Suggested by Review
